show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,month_of_release,year_of_release,countries
s82,Movie,Kate,Cedric Nicolas-Troyan,"['Mary Elizabeth Winstead', 'Jun Kunimura', 'Woody Harrelson', 'Tadanobu Asano', 'Miyavi', 'Michiel Huisman', 'Miku Martineau']",United States,2021-09-10,2021,8,106,Action & Adventure,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",9.0,2021.0,[]
s85,Movie,Omo Ghetto: the Saga,"JJC Skillz, Funke Akindele","['Funke Akindele', 'Ayo Makun', 'Chioma Chukwuka Akpotha', 'Yemi Eberechi Alade', 'Blossom Chukwujekwu', 'Deyemi Okanlawon', 'Alexx Ekubo', 'Zubby Michael', 'Tina Mba', 'Femi Jacobs']",Nigeria,2021-09-10,2020,3,147,Action & Adventure,"Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",9.0,2021.0,[]
s91,Movie,Paradise Hills,Alice Waddington,"['Emma Roberts', 'Danielle Macdonald', 'Awkwafina', 'Eiza González', 'Milla Jovovich', 'Jeremy Irvine', 'Arnaud Valois', 'Daniel Horvath']",Spain,2021-09-09,2019,4,95,Sci-Fi & Fantasy,"Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",9.0,2021.0,[]
s95,Movie,Show Dogs,Raja Gosnell,"['Will Arnett', 'Ludacris', 'Natasha Lyonne', 'Stanley Tucci', 'Jordin Sparks', 'Gabriel Iglesias', ""Shaquille O'Neal"", 'Omar Chaparro', 'Alan Cumming', 'Andy Beckwith', 'Delia Sheppard', 'Kerry Shale']",United Kingdom,2021-09-08,2018,6,90,Children & Family Movies,A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,9.0,2021.0,[]
s106,Movie,Angamaly Diaries,Lijo Jose Pellissery,"['Antony Varghese', 'Reshma Rajan', 'Binny Rinky Benjamin', 'Vineeth Vishwam', 'Kichu Tellus', 'Sreekanth Dasan', 'Sarath Kumar', 'Tito Wilson', 'Anandhu', 'Bitto Davis', 'Sinoj Varghese']",India,2021-09-05,2017,8,128,Action & Adventure,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",9.0,2021.0,[]
s108,Movie,A Champion Heart,David de Vos,"['Mandy Grace', 'David de Vos', 'Donna Rusch', 'Devan Key', 'Isabella Mancuso', 'Ariana Guido']",United States,2021-09-04,2018,6,90,Children & Family Movies,"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",9.0,2021.0,[]
s115,Movie,Anjaam,Rahul Rawail,"['Madhuri Dixit', 'Shah Rukh Khan', 'Tinnu Anand', 'Johny Lever', 'Kalpana Iyer', 'Himani Shivpuri', 'Sudha Chandran', 'Beena', 'Kiran Kumar']",India,2021-09-02,1994,2,143,Dramas,"A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",9.0,2021.0,[]
s116,Movie,Bright Star,Jane Campion,"['Abbie Cornish', 'Ben Whishaw', 'Paul Schneider', 'Kerry Fox', 'Edie Martin', 'Thomas Brodie-Sangster', 'Claudie Blakley', 'Gerard Monaco', 'Antonia Campbell-Hughes', 'Samuel Roukin']",United Kingdom,2021-09-02,2009,6,119,Dramas,This drama details the passionate three-year romance between Romantic poet John Keats – who died tragically at age 25 – and his great love and muse.,9.0,2021.0,[]
s119,Movie,Gurgaon,Shanker Raman,"['Akshay Oberoi', 'Pankaj Tripathi', 'Ragini Khanna', 'Aamir Bashir', 'Shalini Vatsa', 'Ashish Verma']",India,2021-09-02,2017,5,106,Dramas,"When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",9.0,2021.0,[]
s123,Movie,In the Cut,Jane Campion,"['Meg Ryan', 'Mark Ruffalo', 'Jennifer Jason Leigh', 'Nick Damici', 'Sharrieff Pugh', 'Kevin Bacon', 'Yaani King Mondschein', 'Heather Litteer']",United Kingdom,2021-09-02,2003,5,118,Thrillers,"After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.",9.0,2021.0,[]
s127,Movie,Shikara,Vidhu Vinod Chopra,"['Aadil Khan', 'Sadia Khateeb', 'Zain Khan Durrani', 'Priyanshu Chatterjee', 'Bhavna Chauhan', 'Ashwin Dhar', 'Farid Azad Khan', 'Saghar Sehrai']",India,2021-09-02,2020,9,115,Dramas,A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.,9.0,2021.0,[]
s128,Movie,A Cinderella Story,Mark Rosman,"['Hilary Duff', 'Chad Michael Murray', 'Jennifer Coolidge', 'Dan Byrd', 'Regina King', 'Julie Gonzalo', 'Lin Shaye', 'Madeline Zima', 'Andrea Avery', 'Mary Pat Gleason', 'Paul Rodriguez', 'Whip Hubley', 'Kevin Kilner', 'Erica Hubbard', 'Simon Helberg']",United States,2021-09-01,2004,5,95,Children & Family Movies,Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,9.0,2021.0,[]
s130,Movie,An Unfinished Life,Lasse Hallström,"['Robert Redford', 'Jennifer Lopez', 'Morgan Freeman', 'Josh Lucas', 'Damian Lewis', 'Camryn Manheim', 'Becca Gardner', 'Lynda Boyd', 'Rob Hayter', 'P. Lynn Johnson']",Germany,2021-09-01,2005,5,108,Dramas,"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive.",9.0,2021.0,[]
s132,Movie,Blade Runner: The Final Cut,Ridley Scott,"['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos', 'M. Emmet Walsh', 'Daryl Hannah', 'William Sanderson', 'Brion James', 'Joe Turkel', 'Joanna Cassidy', 'James Hong', 'Morgan Paull']",United States,2021-09-01,1982,6,117,Action & Adventure,"In a smog-choked dystopian Los Angeles, blade runner Rick Deckard is called out of retirement to snuff a quartet of escaped ""replicants.""",9.0,2021.0,[]
s134,Movie,Chappie,Neill Blomkamp,"['Sharlto Copley', 'Hugh Jackman', 'Sigourney Weaver', 'Dev Patel', 'Ninja', 'Yo-Landi Visser', 'Jose Pablo Cantillo', 'Brandon Auret', 'Johnny Selema', 'Maurice Carpede']",South Africa,2021-09-01,2015,5,121,Action & Adventure,"In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.",9.0,2021.0,[]
s135,Movie,Clear and Present Danger,Phillip Noyce,"['Harrison Ford', 'Willem Dafoe', 'Anne Archer', 'Joaquim de Almeida', 'Henry Czerny', 'Harris Yulin', 'Donald Moffat', 'Miguel Sandoval', 'Benjamin Bratt', 'Dean Jones', 'Thora Birch', 'James Earl Jones', 'Raymond Cruz']",United States,2021-09-01,1994,3,142,Action & Adventure,"When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel.",9.0,2021.0,[]
s136,Movie,Cliffhanger,Renny Harlin,"['Sylvester Stallone', 'John Lithgow', 'Michael Rooker', 'Janine Turner', 'Rex Linn', 'Caroline Goodall', 'Leon', 'Craig Fairbrass', 'Ralph Waite', 'Max Perlich', 'Paul Winfield']",United States,2021-09-01,1993,9,113,Action & Adventure,"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",9.0,2021.0,[]
s137,Movie,Cold Mountain,Anthony Minghella,"['Jude Law', 'Nicole Kidman', 'Renée Zellweger', 'Eileen Atkins', 'Brendan Gleeson', 'Philip Seymour Hoffman', 'Natalie Portman', 'Giovanni Ribisi', 'Donald Sutherland', 'Ray Winstone']",United States,2021-09-01,2003,9,154,Dramas,"This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm.",9.0,2021.0,[]
s138,Movie,Crocodile Dundee in Los Angeles,Simon Wincer,"['Paul Hogan', 'Linda Kozlowski', 'Jere Burns', 'Jonathan Banks', 'Aida Turturro', 'Alec Wilson', 'Gerry Skilton', 'Steve Rackman', 'Serge Cockburn', 'Paul Rodriguez', 'Mark Adair-Rios', 'Tiriel Mora', 'Grant Piro', 'Mike Tyson']",Australia,2021-09-01,2001,9,95,Action & Adventure,"When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel.",9.0,2021.0,[]
s139,Movie,Dear John,Lasse Hallström,"['Channing Tatum', 'Amanda Seyfried', 'Richard Jenkins', 'Henry Thomas', 'D.J. Cotrona', 'Cullen Moss', 'Gavin McCulley', 'Jose Lucena Jr.', 'Keith Robinson', 'Scott Porter']",United States,2021-09-01,2010,3,108,Dramas,"While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together.",9.0,2021.0,[]
s141,Movie,"El patrón, radiografía de un crimen",Sebastián Schindel,"['Joaquín Furriel', 'Luis Ziembrowski', 'Guillermo Pfening', 'Mónica Lairana', 'Germán de Silva', 'Victoria Raposo', 'Andrea Garrote']",Argentina,2021-09-01,2014,7,100,Dramas,A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.,9.0,2021.0,[]
s142,Movie,Extraction,Steven C. Miller,"['Bruce Willis', 'Kellan Lutz', 'Gina Carano', 'D.B. Sweeney', 'Joshua Mikel', 'Steve Coulter', 'Dan Bilzerian', 'Heather Johansen']",United States,2021-09-01,2015,9,82,Action & Adventure,"When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.",9.0,2021.0,[]
s143,Movie,Freedom Writers,Richard LaGravenese,"['Hilary Swank', 'Patrick Dempsey', 'Scott Glenn', 'Imelda Staunton', 'April L. Hernandez', 'Mario', 'Kristin Herrera', 'Jaclyn Ngan', 'Sergio Montalvo', 'Jason Finn', 'Deance Wyatt', 'Vanetta Smith']",Germany,2021-09-01,2007,10,124,Dramas,"While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives.",9.0,2021.0,[]
s144,Movie,Green Lantern,Martin Campbell,"['Ryan Reynolds', 'Blake Lively', 'Peter Sarsgaard', 'Mark Strong', 'Tim Robbins', 'Jay O. Sanders', 'Taika Waititi', 'Angela Bassett']",United States,2021-09-01,2011,5,114,Action & Adventure,Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.,9.0,2021.0,[]
s150,Movie,I Got the Hook Up,Michael Martin,"['Master P', 'Anthony Johnson', 'Gretchen Palmer', 'Frantz Turner', 'Richard Keats', 'Joe Estevez', 'William Knight', 'Anthony Boswell', ""Tommy 'Tiny' Lister"", 'Helen Martin', 'John Witherspoon', 'Mia X']",United States,2021-09-01,1998,8,93,Action & Adventure,"After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van.",9.0,2021.0,[]
s151,Movie,In Too Deep,Michael Rymer,"['Omar Epps', 'LL Cool J', 'Nia Long', 'Stanley Tucci', 'Pam Grier', 'Hill Harper', 'Jake Weber', 'David Patrick Kelly', 'Veronica Webb', 'Ron Canada', 'Robert LaSardo', 'Gano Grills', 'Ivonne Coll', 'Don Harvey', 'Mya', ""Nasir 'Nas' Jones"", 'Jermaine Dupri']",United States,2021-09-01,1999,6,97,Thrillers,"Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder.",9.0,2021.0,[]
s152,Movie,Initial D,"Andrew Lau Wai-keung, Alan Mak","['Jay Chou', 'Anne Suzuki', 'Edison Chen', 'Anthony Wong Chau-sang', 'Shawn Yue', 'Chapman To', 'Jordan Chan', 'Kenny Bee']",China,2021-09-01,2005,3,109,Action & Adventure,"By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.",9.0,2021.0,[]
s156,Movie,Labyrinth,Jim Henson,"['David Bowie', 'Jennifer Connelly', 'Frank Oz', 'Kevin Clash', 'Anthony Asbury', 'Dave Goelz', 'Brian Henson', 'Ron Mueck', 'Karen Prell', 'Shari Weiser']",United Kingdom,2021-09-01,1986,6,101,Action & Adventure,"In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin.",9.0,2021.0,[]
s158,Movie,Level 16,Danishka Esterhazy,"['Katie Douglas', 'Celina Martin', 'Peter Outerbridge', 'Sara Canning', 'Alexis Whelan', 'Amalia Williamson', 'Josette Halpert', 'Kiana Madeira']",Canada,2021-09-01,2018,6,102,Sci-Fi & Fantasy,"In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape.",9.0,2021.0,[]
s163,Movie,Marshall,Reginald Hudlin,"['Chadwick Boseman', 'Josh Gad', 'Kate Hudson', 'Sterling K. Brown', 'Dan Stevens', 'James Cromwell', 'Keesha Sharp', 'Roger Guenveur Smith', 'Derrick Baskin', 'Barrett Doss']",United States,2021-09-01,2017,9,118,Dramas,"This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer.",9.0,2021.0,[]
s165,Movie,Mystery Men,Kinka Usher,"['Ben Stiller', 'Hank Azaria', 'William H. Macy', 'Janeane Garofalo', 'Kel Mitchell', 'Paul Reubens', 'Wes Studi', 'Greg Kinnear', 'Geoffrey Rush', 'Lena Olin', 'Eddie Izzard', 'Artie Lange', 'Pras', 'Claire Forlani', 'Tom Waits']",United States,2021-09-01,1999,5,121,Action & Adventure,A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.,9.0,2021.0,[]
s168,Movie,Open Season 2,"Matthew O'Callaghan, Todd Wilderman","['Joel McHale', 'Mike Epps', 'Jane Krakowski', 'Billy Connolly', 'Crispin Glover', 'Steve Schirripa', 'Georgia Engel', 'Diedrich Bader', 'Cody Cameron', 'Fred Stoller', 'Olivia Hack']",United States,2021-09-01,2008,4,76,Children & Family Movies,Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.,9.0,2021.0,[]
s169,Movie,Osmosis Jones,"Bobby Farrelly, Peter Farrelly","['Chris Rock', 'Laurence Fishburne', 'David Hyde Pierce', 'Brandy Norwood', 'William Shatner', 'Ron Howard', 'Kid Rock', 'Ben Stein']",United States,2021-09-01,2001,5,95,Action & Adventure,Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms.,9.0,2021.0,[]
s170,Movie,Poseidon,Wolfgang Petersen,"['Josh Lucas', 'Kurt Russell', 'Jacinda Barrett', 'Richard Dreyfuss', 'Emmy Rossum', 'Mía Maestro', 'Mike Vogel', 'Kevin Dillon', 'Freddy Rodríguez']",United States,2021-09-01,2006,4,98,Action & Adventure,"A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.",9.0,2021.0,[]
s172,Movie,Same Kind of Different as Me,Michael Carney,"['Greg Kinnear', 'Renée Zellweger', 'Djimon Hounsou', 'Jon Voight', 'Olivia Holt']",United States,2021-09-01,2017,5,120,Dramas,A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.,9.0,2021.0,[]
s175,Movie,Tears of the Sun,Antoine Fuqua,"['Bruce Willis', 'Monica Bellucci', 'Cole Hauser', 'Eamonn Walker', 'Johnny Messner', 'Nick Chinlund', 'Charles Ingram', 'Paul Francis', 'Chad Smith', 'Tom Skerritt', 'Malick Bowens', 'Awaovieyi Agie']",United States,2021-09-01,2003,10,121,Action & Adventure,"A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care.",9.0,2021.0,[]
